Falls City School District 57,OR,,4100003,"1,530",3.53,20.33,15.10,44.5,92.75,0.26,0.20,0.00,0.00,5.36,80.5,13.5,0.95,"48,158","52,143",23.7,"160,000"
Three Rivers School District,OR,,4106900,"46,601",3.86,14.66,22.70,49.9,94.71,0.35,0.84,0.60,0.10,3.91,85.8,16.6,0.97,"38,211","46,007",17.6,"264,900"
Junction City School District 69,OR,,4106930,"12,776",6.21,17.91,13.20,40.2,94.72,0.56,0.88,0.82,0.00,5.76,87.5,16.3,2.68,"51,217","57,470",8.3,"233,100"
Juntura School District 12,OR,,4106960,97,0.00,28.87,14.43,46.5,87.63,12.37,0.00,0.00,0.00,0.00,87.0,15.9,0.00,"41,786","65,000",4.1,"92,500"
Klamath County School District,OR,,4107020,"25,105",5.51,16.66,18.66,46.4,89.27,0.40,4.39,0.45,0.19,7.70,86.8,17.3,2.47,"46,143","53,654",15.3,"176,600"
Klamath Falls City Schools,OR,,4107080,"19,797",6.50,16.52,11.00,36.1,86.74,0.70,4.06,1.36,0.04,11.19,84.4,24.0,2.88,"31,824","42,415",22.0,"151,400"
La Grande School District 1,OR,,4107200,"16,538",5.87,16.82,14.83,36.8,92.97,0.19,0.89,0.92,1.38,4.15,89.1,21.3,2.43,"38,909","55,910",17.3,"141,100"
Lake Oswego School District 7J,OR,,4107230,"40,900",4.33,19.41,13.63,42.4,90.31,1.42,0.10,5.76,0.04,3.21,97.9,64.5,2.73,"80,103","102,373",5.5,"511,900"
Lakeview School District 7,OR,,4107280,"5,031",4.07,15.76,19.46,46.5,91.29,0.83,2.17,0.66,0.38,9.56,82.2,16.4,3.11,"40,697","44,737",14.5,"117,500"
Lebanon Community School District 9,OR,,4107380,"28,376",6.21,17.40,17.81,40.9,93.10,0.18,1.13,0.64,0.02,4.02,87.3,15.8,1.47,"45,088","52,928",14.2,"168,000"
Lincoln County School District,OR,,4107500,"46,083",4.96,13.80,19.45,47.9,89.98,0.30,3.61,1.22,0.23,7.20,90.0,23.2,4.11,"38,175","52,592",17.3,"233,700"
Long Creek School District 17,OR,,4107530,482,2.28,16.60,25.52,51.2,90.87,0.00,4.77,0.83,0.00,0.00,85.6,14.6,0.00,"35,000","43,333",13.6,"140,600"
Lowell School District 71,OR,,4107590,"2,250",7.33,15.20,6.71,40.5,92.36,0.31,1.02,1.78,0.00,2.71,89.8,16.9,0.67,"46,442","50,380",15.4,"219,100"
Mapleton School District 32,OR,,4107710,"1,502",3.33,12.98,19.17,48.8,91.41,0.00,2.00,2.20,0.00,2.00,87.6,12.4,0.96,"36,333","47,500",23.2,"192,600"
Marcola School District 79J,OR,,4107740,"2,130",3.80,20.23,14.46,45.9,90.52,0.42,1.36,2.68,0.00,3.19,88.7,17.8,0.29,"49,031","53,958",9.7,"245,900"
McDermitt School District 51,OR,,4107880,57,7.02,15.79,15.79,50.3,96.49,0.00,3.51,0.00,0.00,0.00,95.5,18.2,0.00,"46,875","49,375",35.1,"162,500"
McKenzie School District 68,OR,,4107980,"2,183",2.61,11.96,25.10,50.3,93.95,0.00,3.11,0.32,0.32,2.34,91.4,27.2,1.32,"43,615","58,009",10.8,"315,000"
McMinnville School District 40,OR,,4108010,"38,233",7.42,17.59,15.02,35.2,85.56,0.69,1.06,1.18,0.33,16.37,84.2,22.1,8.11,"44,913","56,494",16.9,"215,800"
Medford School District 549,OR,,4108040,"82,295",6.41,17.99,15.25,39.4,92.49,0.52,0.88,1.63,0.26,9.92,88.7,23.7,3.34,"45,443","56,219",14.0,"271,700"
Santiam Canyon School District 129J,OR,,4108100,"3,891",8.28,16.24,18.17,44.9,91.60,0.00,3.44,0.15,0.75,4.99,79.4,14.4,1.20,"37,210","48,229",20.7,"163,400"
Milton-Freewater School District 7,OR,,4108160,"11,219",7.29,20.00,15.27,38.3,89.39,0.50,2.01,0.21,0.00,24.15,77.1,11.0,10.12,"39,529","45,215",18.4,"133,900"
Mitchell School District 55,OR,,4108280,330,2.12,18.18,31.52,55.4,93.64,0.00,5.15,0.00,0.00,3.94,86.5,6.3,0.00,"28,542","34,643",13.0,"91,300"
Molalla River School District 35,OR,,4108310,"17,713",7.88,19.29,12.38,38.3,93.41,0.87,0.49,0.61,0.00,7.36,86.4,15.6,3.98,"55,471","65,013",7.0,"262,300"
Monroe School District 1J,OR,,4108430,"3,078",6.99,15.66,11.18,44.5,91.03,0.00,2.18,1.56,0.00,6.73,89.2,28.0,1.89,"56,125","64,228",9.4,"230,100"
Monument School District 8,OR,,4108460,421,3.09,25.65,16.39,44.3,94.30,0.00,1.19,0.71,0.00,8.79,88.0,14.0,5.88,"34,107","35,833",6.3,"166,700"
Morrow School District 1,OR,,4108520,"10,736",7.33,21.98,11.43,35.7,88.44,0.06,2.52,0.42,0.00,31.64,76.2,10.8,14.90,"43,472","48,453",17.7,"104,800"
Mount Angel School District 91,OR,,4108550,"4,138",12.16,15.78,15.10,32.6,79.63,0.14,3.84,1.86,0.51,32.62,78.7,24.2,19.01,"43,443","55,203",15.0,"234,800"
Neah-Kah-Nie School District 56,OR,,4108650,"7,004",3.73,9.44,29.10,55.6,94.09,0.34,1.88,1.19,0.00,1.64,88.1,23.0,0.39,"37,574","47,521",12.9,"229,800"
Nestucca Valley School District 101J,OR,,4108700,"4,345",4.00,15.56,19.31,49.0,96.29,0.00,1.96,0.00,0.00,1.31,93.5,21.0,0.41,"37,789","53,563",17.2,"219,700"
Newberg School District 29J,OR,,4108720,"33,790",6.65,18.18,10.98,35.3,87.54,0.18,1.75,1.07,0.00,10.68,89.8,29.5,6.01,"60,157","69,387",9.8,"251,500"
North Bend School District 13,OR,,4108820,"16,107",5.57,14.86,20.20,46.0,90.72,0.10,2.05,0.83,0.32,4.63,87.3,18.9,0.58,"38,815","48,960",19.0,"195,000"
North Clackamas School District 12,OR,,4108830,"113,718",6.03,18.51,12.53,37.5,87.08,1.50,0.67,4.77,0.09,8.69,89.5,25.5,6.81,"54,993","66,675",11.9,"279,500"
North Marion School District 15,OR,,4108880,"8,701",5.87,20.93,11.83,39.4,82.11,0.54,2.87,0.10,0.00,22.18,81.7,18.6,10.42,"58,322","61,498",9.6,"229,600"
North Powder School District 8J,OR,,4108940,654,5.20,24.62,13.00,43.8,88.84,2.14,0.31,0.46,0.00,5.66,89.6,21.8,2.26,"43,750","56,250",10.0,"131,300"
Nyssa School District 26,OR,,4109000,"4,541",8.17,21.45,12.93,34.5,71.04,0.53,1.04,1.32,0.00,41.77,66.1,7.0,13.74,"39,906","46,324",14.7,"120,500"
Oakland School District 1,OR,,4109120,"3,289",3.80,28.00,14.65,38.4,95.90,0.00,0.55,0.15,0.00,0.36,88.2,11.0,0.16,"42,392","46,434",16.5,"213,200"
Oakridge School District 76,OR,,4109150,"4,307",7.50,18.90,20.55,47.5,89.85,0.81,2.58,0.00,1.42,3.71,80.5,13.9,1.05,"35,203","43,175",22.7,"148,800"
Ontario School District 8,OR,,4109270,"18,517",6.48,17.63,14.25,35.8,73.93,1.98,1.23,1.24,0.28,31.32,78.9,12.9,10.00,"38,213","47,775",19.4,"125,300"
Oregon City School District 62,OR,,4109330,"54,882",6.45,16.91,11.58,38.4,92.58,0.50,0.32,1.92,0.24,6.53,91.2,23.6,3.35,"60,282","70,249",10.3,"291,900"
Paisley School District 11,OR,,4109430,628,5.10,17.99,29.62,49.4,95.06,1.43,3.50,0.00,0.00,2.39,84.2,10.7,0.00,"34,861","41,094",21.5,"79,800"
Parkrose School District 3,OR,,4109480,"27,205",7.45,16.60,9.94,35.4,69.47,12.40,1.03,8.87,0.20,10.35,86.4,20.4,13.90,"48,735","56,049",13.6,"230,300"
Pendleton School District 16,OR,,4109510,"21,726",5.33,17.61,15.09,39.0,85.89,1.10,4.61,0.93,0.23,6.59,85.1,20.3,1.54,"49,107","59,457",12.3,"147,200"
Perrydale School District 21,OR,,4109530,"1,270",5.83,19.06,11.18,41.9,96.61,0.00,0.31,0.00,0.00,4.02,88.9,15.9,1.00,"48,264","59,107",14.3,"312,900"
Philomath School District 17J,OR,,4109600,"8,464",6.84,18.83,11.32,40.7,91.93,0.14,1.58,1.45,0.09,5.74,93.1,38.8,2.65,"57,973","66,814",7.9,"227,800"
Phoenix-Talent School District 4,OR,,4109630,"23,681",4.50,12.92,25.35,46.9,92.79,0.58,0.37,0.92,0.00,9.89,88.5,24.6,3.79,"40,285","51,856",12.7,"239,300"
Pilot Rock School District 2,OR,,4109660,"2,117",6.38,20.26,18.42,39.8,91.78,0.00,2.69,0.09,0.00,1.32,90.8,12.5,0.00,"48,151","50,082",12.5,"112,900"
Pine Creek School District 5,OR,,4109690,68,14.71,8.82,0.00,19.9,100.00,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0.00,"26,667","26,667",16.2,"1,000,000"
Pine-Eagle School District 61,OR,,4109720,"1,688",3.50,13.51,32.23,55.6,94.31,0.41,1.07,0.00,0.00,0.89,86.9,13.8,0.31,"28,411","33,500",15.1,"143,800"
Pinehurst School District 94,OR,,4109750,223,7.17,17.49,7.62,41.9,96.41,0.00,1.35,0.00,0.00,0.00,96.9,29.4,0.00,"55,417","55,833",7.6,"380,000"
Pleasant Hill School District 1,OR,,4109870,"6,625",3.71,21.01,13.75,44.7,97.54,0.21,0.00,0.29,0.00,1.12,92.1,20.5,1.22,"53,509","71,910",8.4,"285,900"
Plush School District 18,OR,,4109960,121,6.61,23.14,15.70,43.5,100.00,0.00,0.00,0.00,0.00,0.00,75.6,15.9,0.00,"25,469","26,250",19.8,"86,500"
Port Orford-Langlois School District 2J,OR,,4110020,"3,300",2.03,11.97,23.67,51.3,93.52,0.00,0.82,0.85,0.03,1.79,91.6,22.4,0.28,"30,256","46,591",18.3,"255,000"
Portland School District 1J,OR,,4110040,"436,001",6.09,12.20,9.80,35.9,81.24,5.97,0.77,5.58,0.49,7.28,91.5,46.4,6.56,"50,013","68,198",15.1,"309,000"
Powers School District 31,OR,,4110080,937,1.17,22.95,21.02,46.9,93.60,0.00,2.99,0.85,0.00,2.77,93.2,6.9,0.00,"29,643","39,700",12.1,"101,100"
Prairie City School District 4,OR,,4110110,"1,266",2.05,15.24,21.88,50.0,95.73,0.55,0.95,0.00,1.11,0.00,92.3,11.9,0.00,"38,594","43,971",13.1,"129,900"
Prospect School District 59,OR,,4110200,"1,003",1.30,20.44,21.24,47.8,92.52,0.00,0.80,0.00,0.00,3.69,81.5,10.2,0.91,"38,917","40,833",13.5,"231,500"
Redmond School District 2J,OR,,4110350,"42,467",5.90,17.96,14.45,39.8,93.49,0.32,1.24,1.12,0.04,8.48,89.3,18.9,3.07,"51,500","57,302",9.4,"267,100"
Reedsport School District 105,OR,,4110410,"5,614",5.01,13.34,28.13,50.3,91.82,0.00,0.69,0.36,0.00,8.94,80.7,13.1,2.74,"32,068","39,119",16.4,"184,600"
Reynolds School District 7,OR,,4110520,"67,173",9.48,18.17,10.40,33.2,74.75,5.63,4.35,5.44,0.65,20.74,81.3,18.0,16.01,"45,285","51,960",20.8,"229,500"
Riddle School District 70,OR,,4110530,"2,062",2.18,17.36,14.69,42.6,87.49,0.00,3.01,0.00,0.29,4.70,85.2,9.4,1.69,"41,719","48,897",11.4,"154,200"
Riverdale School District 51J,OR,,4110560,"2,969",2.36,17.11,8.42,20.6,95.35,0.00,0.61,1.62,0.54,3.81,98.9,80.1,1.41,"162,639","196,042",2.3,"1,000,000"
Rogue River School District 35,OR,,4110680,"10,045",5.21,15.69,21.73,48.1,95.67,0.36,0.25,0.24,0.00,6.06,88.6,16.8,0.49,"40,908","51,267",14.8,"293,200"
Roseburg School District 4,OR,,4110710,"45,855",5.37,16.11,19.28,44.0,94.77,0.43,0.92,1.28,0.04,4.05,88.4,19.0,1.00,"42,374","51,428",13.2,"190,400"
Salem-Keizer School District 24J,OR,,4110820,"239,373",7.65,18.28,12.32,34.9,84.13,1.39,2.22,2.42,0.45,19.53,83.9,23.4,10.56,"46,258","55,825",15.5,"195,800"
Oregon Trail School District 46,OR,,4110920,"27,318",5.88,16.67,12.46,42.5,93.26,0.10,0.13,1.82,0.00,4.74,90.3,20.6,2.16,"59,347","68,582",6.0,"275,100"
Scappoose School District 1J,OR,,4110980,"14,545",4.44,18.95,12.39,42.8,92.71,0.14,1.00,1.94,0.00,4.57,88.6,22.0,1.36,"62,795","72,009",7.0,"262,300"
Scio School District 95,OR,,4111040,"3,418",5.88,21.30,13.75,39.5,92.39,0.61,0.38,0.56,0.09,2.25,81.2,14.6,0.53,"44,167","53,681",7.1,"246,200"
Seaside School District 10,OR,,4111100,"11,627",5.85,13.68,18.61,45.1,91.96,0.42,0.07,0.54,0.00,6.09,90.6,26.3,2.54,"38,302","48,974",14.9,"323,200"
Sheridan School District 48J,OR,,4111220,"6,894",4.44,18.54,7.69,36.2,83.65,3.95,3.51,1.03,0.46,12.07,84.1,9.6,7.21,"48,913","53,780",13.1,"171,400"
Sherman School District 1,OR,,4111250,"1,779",7.25,15.57,19.00,45.1,95.84,0.00,1.18,0.00,0.00,7.53,89.1,15.3,3.52,"35,144","42,574",21.0,"115,300"
Sherwood School District 88J,OR,,4111290,"26,234",7.94,21.75,8.15,35.0,85.64,1.76,0.72,4.24,0.45,8.23,91.1,38.9,4.78,"81,934","89,939",4.4,"349,500"
North Lake School District 14,OR,,4111400,"1,326",7.16,17.80,16.67,48.4,92.16,0.00,1.96,0.00,0.00,2.94,86.8,14.1,2.19,"26,639","37,917",25.7,"118,900"
Silver Falls School District 4J,OR,,4111470,"19,345",8.21,21.70,13.38,37.1,90.57,0.11,2.87,0.22,0.00,12.49,86.6,19.2,6.07,"56,215","64,433",12.4,"283,800"
Sisters School District 6,OR,,4111490,"6,906",3.08,15.93,17.13,49.5,94.92,0.00,1.07,0.55,0.13,2.94,97.2,38.7,1.26,"63,304","74,223",5.4,"428,300"
South Lane School District 45J,OR,,4111580,"18,309",6.18,19.64,15.14,40.0,93.34,0.69,1.80,0.74,0.00,2.52,86.8,14.5,1.78,"46,051","51,646",13.1,"203,900"
South Umpqua School District 19,OR,,4111610,"11,435",8.54,11.30,19.27,45.0,90.43,0.00,4.32,0.41,0.38,5.87,80.4,7.9,1.10,"34,936","41,409",10.1,"157,500"
Spray School District 1,OR,,4111640,372,3.23,10.48,34.95,56.4,98.92,0.00,1.08,0.00,0.00,0.00,88.6,23.2,0.00,"31,875","43,977",14.5,"106,900"
Springfield School District 19,OR,,4111670,"71,865",7.09,15.75,12.15,36.8,89.28,0.60,2.08,1.20,0.20,8.24,86.2,17.9,3.72,"41,377","49,292",15.5,"187,600"
St. Helens School District 502,OR,,4111720,"19,481",6.28,20.06,9.45,36.9,91.54,0.86,1.44,1.77,0.16,5.23,89.8,17.0,1.86,"58,412","62,236",9.6,"205,800"
St. Paul School District 45,OR,,4111760,"1,430",6.08,22.87,13.71,36.3,91.82,0.00,0.00,0.91,1.47,14.13,88.3,24.1,9.08,"67,031","81,250",5.5,"401,300"
Stanfield School District 61,OR,,4111790,"2,442",7.04,24.37,7.13,31.3,81.61,0.33,0.74,0.00,0.00,25.47,78.3,7.2,10.22,"43,333","57,664",19.9,"106,700"
Suntex School District 10,OR,,4111910,28,10.71,21.43,3.57,36.5,78.57,0.00,14.29,0.00,0.00,21.43,73.7,10.5,0.00,"19,583","95,625",39.3,"184,400"
Sutherlin School District 130,OR,,4111940,"8,742",6.52,13.75,24.66,47.2,96.33,1.24,0.14,0.25,0.00,2.43,83.3,11.9,1.27,"39,127","47,218",13.8,"160,500"
Sweet Home School District 55,OR,,4111970,"14,357",5.09,17.94,21.81,45.6,95.59,0.06,1.09,0.68,0.00,1.93,80.9,10.9,1.09,"43,145","52,994",17.2,"157,300"
Tigard-Tualatin School District 23J,OR,,4112240,"79,356",7.04,17.48,11.14,36.3,86.12,1.26,0.64,4.59,0.50,13.08,92.5,39.1,8.81,"60,492","79,385",9.2,"319,700"
Tillamook School District 9,OR,,4112320,"13,565",6.46,17.49,15.18,40.3,89.60,0.60,1.40,0.66,0.00,12.81,88.2,17.0,5.65,"39,835","53,819",16.1,"215,000"
Troy School District 54,OR,,4112360,47,0.00,6.38,31.91,56.9,80.85,0.00,0.00,19.15,0.00,0.00,72.7,31.8,0.00,"22,500","58,125",19.1,"269,400"
Ukiah School District 80,OR,,4112540,183,8.20,3.83,26.78,53.4,99.45,0.00,0.55,0.00,0.00,0.00,90.1,12.6,0.00,"38,333","42,143",4.4,"124,100"
Umatilla School District 6,OR,,4112600,"5,445",10.45,22.77,6.94,29.9,80.64,0.40,4.43,0.84,0.00,41.30,69.9,10.1,17.58,"42,362","40,317",24.3,"103,200"
Union School District 5,OR,,4112690,"2,455",7.90,19.14,15.32,37.7,94.46,0.45,0.12,0.53,0.04,1.59,89.7,15.7,0.44,"42,768","49,107",13.4,"128,400"
Vernonia School District 47J,OR,,4112930,"4,094",8.57,19.00,12.41,38.3,97.24,0.00,0.20,0.00,0.00,3.98,87.4,20.2,1.26,"52,094","61,921",6.8,"196,100"
Wallowa School District 12,OR,,4112990,"1,885",4.35,19.10,15.07,45.6,97.03,0.00,0.32,0.21,0.27,3.13,89.8,18.5,0.33,"48,571","53,750",13.9,"147,300"
Warrenton-Hammond School District 30,OR,,4113080,"5,821",7.04,19.38,14.64,39.3,95.81,0.96,0.43,0.43,0.60,3.83,91.3,19.3,1.70,"44,280","52,525",8.8,"188,500"
West Linn School District 3J,OR,,4113170,"47,489",5.36,20.39,8.97,37.9,90.80,0.85,0.53,3.94,0.13,6.33,95.5,49.2,3.76,"76,667","98,267",6.6,"423,100"
Willamina School District 30J,OR,,4113350,"5,243",7.78,19.19,15.28,40.0,81.33,0.00,11.41,0.00,0.00,5.02,84.6,11.6,0.46,"37,865","44,884",14.1,"203,900"
Winston-Dillard School District 116,OR,,4113490,"10,122",3.65,20.44,16.24,42.4,89.45,0.28,1.46,1.01,0.43,3.27,81.5,10.5,2.15,"41,679","52,379",13.8,"162,200"
Woodburn School District 103,OR,,4113530,"25,563",8.79,18.38,14.84,33.0,61.13,0.25,4.37,0.95,0.04,52.19,64.3,11.6,37.72,"43,221","45,710",17.0,"174,600"
Yoncalla School District 32,OR,,4113650,"2,381",5.25,11.05,25.07,53.0,94.12,0.38,0.13,1.68,0.88,4.20,84.5,8.4,0.27,"29,363","40,592",21.6,"169,600"
Klamath Falls City Overlap Area,OR,,4141034,"21,268",6.30,19.92,16.88,37.4,90.35,0.30,2.33,1.05,0.22,9.70,87.1,14.6,1.83,"43,283","51,713",16.4,"156,500"
Klamath County Overlap Area,OR,,4141035,"21,268",6.30,19.92,16.88,37.4,90.35,0.30,2.33,1.05,0.22,9.70,87.1,14.6,1.83,"43,283","51,713",16.4,"156,500"
School District Not Defined,OR,,4199997,0,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0,0,0.0,0
Remainder of Oregon,OR,,4199999,"22,681",6.43,19.87,16.71,37.6,90.56,0.33,2.26,0.99,0.20,9.24,87.3,14.6,1.77,"42,958","51,300",16.1,"157,100"